boro,budgetline,type,description,fy17cn,fy17cx,fy17f,fy17s,fy17p,fy17total
manhattan,PV-MN157,PV,"FLEA THEATER, INC.",0,,,,,0
manhattan,PV-MN162,PV,"FRANKLIN H. WILLIAMS CARIBBEAN CULTURAL CTR AFRICAN DIASPORA INST",0,,,,,0
manhattan,PV-MN176,PV,"GUGGENHEIM MUSEUM",0,,,,,0
manhattan,PV-MN181,PV,"HARLEM SCHOOL OF THE ARTS",0,,,,,0
manhattan,PV-MN187,PV,"STUDIO IN A SCHOOL.",0,,,,,0
manhattan,PV-MN195,PV,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",0,,,,,0
manhattan,PV-MN196,PV,"IRISH REPERTORY THEATRE",0,,,,,0
manhattan,PV-MN204,PV,"JAZZ AT LINCOLN CENTER",100000,,,,,100000
manhattan,PV-MN247,PV,"LOWER EAST SIDE TENEMENT MUSEUM",85000,,,,,85000
manhattan,PV-MN250,PV,"LOWER MANHATTAN CULTURAL COUNCIL",50000,,,,,50000
manhattan,PV-MN255,PV,"MANHATTAN NEIGHBORHOOD NETWORK FIREHOUSE",0,,,,,0
manhattan,PV-MN256,PV,"MANHATTAN THEATER CLUB",91000,,,,,91000
manhattan,PV-MN263,PV,"METROPOLITAN OPERA ASSOCIATION",0,,,,,0
manhattan,PV-MN277,PV,"MUSEUM FOR AFRICAN ART",0,,,,,0
manhattan,PV-MN278,PV,"MUSEUM OF ARTS AND DESIGN",0,,,,,0
manhattan,PV-MN279,PV,"MUSEUM OF CHINESE IN AMERICA CENTRE STREET LOCATION",0,,,,,0
manhattan,PV-MN288,PV,"NATIONAL MUSEUM OF THE AMERICAN INDIAN",0,,,,,0
manhattan,PV-MN290,PV,"NEW 42ND STREET INC.",100000,,,,,100000
manhattan,PV-MN304,PV,"NEW YORK HISTORICAL SOCIETY",100000,,,,,100000
manhattan,PV-MN307,PV,"NEW YORK THEATER WORKSHOP",35000,,,,,35000
manhattan,PV-MN319,PV,"OPENHOUSENEWYORK, INC (OHNY)",0,,,,,0
manhattan,PV-MN329,PV,"PLAYWRIGHTS HORIZONS, INC.",0,,,,,0
manhattan,PV-MN345,PV,"SPANISH THEATRE REPERTORY COMPANY, LTD. D/B/A REPERTORIO ESPANOL",55000,,,,,55000
manhattan,PV-MN354,PV,"ROUNDABOUT THEATRE COMPANY",100000,,,,,100000
manhattan,PV-MN375,PV,"SECOND STAGE THEATER",0,,,,,0
manhattan,PV-MN381,PV,"SEVENTH REGIMENT ARMORY CONSERVANCY",100000,,,,,100000
manhattan,PV-MN385,PV,"SIGNATURE THEATRE COMPANY",0,,,,,0
manhattan,PV-MN394,PV,"SOUTH STREET SEAPORT MUSEUM",500000,,,,,500000
manhattan,PV-MN409,PV,"SYMPHONY SPACE",50000,,,,,50000
manhattan,PV-MN421,PV,"CHILDREN'S MUSEUM OF THE ARTS",0,,,,,0
manhattan,PV-MN423,PV,"THE JEWISH MUSEUM",200000,,,,,200000
manhattan,PV-MN430,PV,"THIRTEEN/WNET.ORG",0,,,,,0
manhattan,PV-MN454,PV,"WNYC NEW YORK PUBLIC RADIO",0,,,,,0
manhattan,PV-MN461,PV,"YORK THEATER",0,,,,,0
manhattan,PV-MN463,PV,"ABC NO RIO",0,,,,,0
manhattan,PV-MN576,PV,"THIRD STREET MUSIC SCHOOL SETTLEMENT",52000,,,,,52000
manhattan,PV-MN578,PV,"THE STUDIO MUSEUM IN HARLEM",100000,,,,,100000
manhattan,PV-MN612,PV,"EAST HARLEM ARTS AND EDUCATION LDC (HECKSCHER BLDG.)",0,,,,,0
manhattan,PV-MN653,PV,"HENRY STREET SETTLEMENT",0,,,,,0
manhattan,PV-MN669,PV,"NUYORICAN POETS CAFE",250000,,,,,250000
manhattan,PV-MN694,PV,"SOCIETY OF THE EDUCATIONAL ARTS",0,,,,,0
manhattan,PV-MN704,PV,"HISPANIC SOCIETY OF AMERICA",0,,,,,0
manhattan,PV-MN717,PV,"EYEBEAM, INC.",0,,,,,0
manhattan,PV-MN737,PV,"MANHATTAN SCHOOL OF MUSIC",0,,,,,0
manhattan,PV-MN743,PV,"THE PALEY CENTER FOR MEDIA",0,,,,,0
manhattan,PV-MN771,PV,"CIRCLE IN THE SQUARE THEATRE SCHOOL, INC.",0,,,,,0
manhattan,PV-MN772,PV,"HOME FOR CONTEMPORARY THEATRE & ART",41000,,,,,41000
manhattan,PV-MN773,PV,"HOSPITAL AUDIENCES, INC.",0,,,,,0
manhattan,PV-MN789,PV,"TOWN HALL FOUNDATION, INC.",0,,,,,0
manhattan,PV-MN790,PV,"NEW YORK CLASSICAL THEATRE, INC.",20000,,,,,20000
manhattan,PV-MN791,PV,"THEATER FOR THE NEW CITY FOUNDATION, INC.",100000,,,,,100000
manhattan,PV-MN794,PV,"AMERICAS SOCIETY, INC.",0,,,,,0
manhattan,PV-MN820,PV,"VIVIAN BEAUMONT THEATER, INC.",0,,,,,0
manhattan,PV-MN829,PV,"AARON DAVIS HALL, INC.",0,,,,,0
manhattan,PV-MN831,PV,"GINA GIBNEY DANCE, INC.",120000,,,,,120000
manhattan,PV-MN834,PV,"THE GENERAL SOCIETY OF MECHANICS AND TRADESMEN",0,,,,,0
manhattan,PV-MN835,PV,"LOTUS FINE ARTS PRODUCTIONS, INC.",0,,,,,0
manhattan,PV-MN836,PV,"UPPER MANHATTAN EMPOWERMENT ZONE DEVELOPMENT CORPORATION",0,,,,,0
manhattan,PV-MN848,PV,"METROPOLITAN OPERA GUILD",0,,,,,0
manhattan,PV-MN856,PV,"YOUNG PEOPLE'S CHORUS OF NEW YORK CITY, INC.",0,,,,,0
manhattan,PV-MN857,PV,"PUBLICOLOR",0,,,,,0
manhattan,PV-MN933,PV,"BLOOMINGDALE SCHOOL OF MUSIC",102000,,,,,102000
manhattan,PV-MN939,PV,"MAYSLES INSTITUTE D/B/A MAYSLES DOCUMENTARY CENTER",51000,,,,,51000
manhattan,PV-M018,PV,"EL MUSEO DEL BARRIO, RECONSTRUCTION, IMPROVEMENTS",0,,,,,0
manhattan,PV-M022,PV,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",100000,,,,,100000
manhattan,PV-M034,PV,"AMERICAN MUSEUM OF NATURAL HISTORY, IMPROVEMENTS AND ADDITIONS",250000,,,,,250000
manhattan,PV-M101,PV,"MUSEUM OF JEWISH HERITAGE, IMPROVEMENTS",0,,,,,0
manhattan,PV-M234,PV,"CLEMENTE SOTO VELEZ",0,,,,,0
manhattan,PV-M241,PV,"MUSEUM OF CITY OF N. Y. IMPROVEMENTS",200000,,,,,200000
manhattan,PV-M279,PV,"CITY CENTER IMPROVEMENTS, MANHATTAN",100000,,,,,100000
manhattan,PV-M289,PV,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",185000,,,,,185000
manhattan,PV-M467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",2000,,,,,2000
manhattan,PV-M475,PV,"NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS, MANHATTAN",100000,,,,,100000
manhattan,PV-M489,PV,"LINCOLN CENTER, IMPROVEMENTS",0,,,,,0
manhattan,PV-M503,PV,"CARNEGIE HALL, IMPROVEMENTS",0,,,,,0
manhattan,PV-M509,PV,"LA MAMA THEATRE, IMPROVEMENTS",0,,,,,0
manhattan,PV-M525,PV,"STUDIO MUSEUM IN HARLEM SCULPTURE GARDEN/GALLARY, IMPROVEMENTS",0,,,,,0
manhattan,PV-M788,PV,"THE 122 COMMUNITY CENTER INC.",100000,,,,,100000
manhattan,PV-M999,PV,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,,,,0
manhattan,PV-QN304,PV,"NEW YORK HISTORICAL SOCIETY",0,,,,,0
manhattan,PV-RN194,PV,"INTREPID SEA, AIR & SPACE MUSEUM",0,,,,,0
manhattan,PV-N001,PV,"3 LEGGED DOG, INC",0,,,,,0
manhattan,PV-N002,PV,"52ND STREET PROJECT",140000,,,,,140000
manhattan,PV-N016,PV,"ALLIANCE FOR THE ARTS, INC.",0,,,,,0
manhattan,PV-N017,PV,"ALLIANCE OF RESIDENT THEATERS/NEW YORK (ART/NY)",722000,,,,,722000
manhattan,PV-N019,PV,"ALVIN AILEY AMERICAN DANCE THEATER",2100000,,,,,2100000
manhattan,PV-N027,PV,"APOLLO THEATER FOUNDATION",0,,,,,0
manhattan,PV-N031,PV,"ARTISTS RESIDENCE COMMUNITY ON EAST 4TH STREET, INC. (ARC)",150000,,,,,150000
manhattan,PV-N038,PV,"ATLANTIC THEATER COMPANY",300000,,,,,300000
manhattan,PV-N042,PV,"BALLET HISPANICO",0,,,,,0
manhattan,PV-N080,PV,"BARYSHNIKOV DANCE FOUNDATION",0,,,,,0
manhattan,PV-N120,PV,"CREATIVE TIME",0,,,,,0
manhattan,PV-N121,PV,"DANCE SPACE CENTER INC",0,,,,,0
manhattan,PV-N122,PV,"DANCE THEATER OF HARLEM, INC.",0,,,,,0
manhattan,PV-N127,PV,"OPEN CHANNELS NEW YORK, INC. D/B/A DIXON PLACE",0,,,,,0
manhattan,PV-N131,PV,"DOWNTOWN ART/ALPHA OMEGA YOUTH CENTER",520000,,,,,520000
manhattan,PV-N132,PV,"DOWNTOWN COMMUNITY TELEVISION CENTER (DCTV)",16000,,0,,0,16000
manhattan,PV-N134,PV,"LA MAMA EXPERIMENTAL THEATRE CLUB",850000,,,,,850000
manhattan,PV-N143,PV,"ELAINE KAUFMAN CULTURAL CENTER",0,,,,,0
manhattan,PV-N161,PV,"FOURTH ARTS BLOCK",0,,,,,0
manhattan,PV-N162,PV,"FRANKLIN H. WILLIAMS CARIBBEAN CULTURAL CTR AFRICAN DIASPORA INST",1000,,,0,,1000
manhattan,PV-N176,PV,"GUGGENHEIM MUSEUM",0,,,,,0
manhattan,PV-N181,PV,"HARLEM SCHOOL OF THE ARTS",342000,,,,,342000
manhattan,PV-N185,PV,"HERE ARTS CENTER",81000,,,,,81000
manhattan,PV-N187,PV,"STUDIO IN A SCHOOL",0,,,,,0
manhattan,PV-N194,PV,"INTREPID SEA, AIR & SPACE MUSEUM",0,,,,,0
manhattan,PV-N195,PV,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",0,,,,,0
manhattan,PV-N196,PV,"IRISH REPERTORY THEATRE",0,,,,,0
manhattan,PV-N204,PV,"JAZZ AT LINCOLN CENTER",706000,,,,,706000
manhattan,PV-N213,PV,"JEWISH COMMUNITY CENTER IN MANHATTAN",0,,,,,0
manhattan,PV-N214,PV,"ENSEMBLE STUDIO THEATRE",1750000,,,,,1750000
manhattan,PV-N219,PV,"MANHATTAN CLASS COMPANY INC.",0,,,,,0
manhattan,PV-N222,PV,"JOYCE THEATER",0,,,,,0
manhattan,PV-N247,PV,"LOWER EAST SIDE TENEMENT MUSEUM",500000,,,,,500000
manhattan,PV-N250,PV,"LOWER MANHATTAN CULTURAL COUNCIL",0,,,,,0
manhattan,PV-N256,PV,"MANHATTAN THEATER CLUB",330000,,,,,330000
manhattan,PV-N263,PV,"METROPOLITAN OPERA ASSOCIATION",0,,,,,0
manhattan,PV-N268,PV,"MORGAN LIBRARY & MUSEUM",0,,,,,0
manhattan,PV-N274,PV,"MOVING IMAGE, INC. / FILM FORUM",0,,,,,0
manhattan,PV-N277,PV,"MUSEUM FOR AFRICAN ART",0,,,,,0
manhattan,PV-N278,PV,"MUSEUM OF ARTS AND DESIGN",0,,,,,0
manhattan,PV-N279,PV,"MUSEUM OF CHINESE IN AMERICA CENTRE STREET LOCATION",0,,,,,0
manhattan,PV-N281,PV,"MUSEUM OF MODERN ART",0,,,,,0
manhattan,PV-N288,PV,"NATIONAL MUSEUM OF THE AMERICAN INDIAN",0,,,,,0
manhattan,PV-N290,PV,"NEW 42ND STREET INC.",107000,,,,,107000
manhattan,PV-N291,PV,"NEW MUSEUM",0,,,,,0
manhattan,PV-N304,PV,"NEW YORK HISTORICAL SOCIETY",48000,,,,,48000
manhattan,PV-N307,PV,"NEW YORK THEATER WORKSHOP",60000,,,,,60000
manhattan,PV-N314,PV,"MAMA FOUNDATION FOR THE ARTS",0,,,,,0
manhattan,PV-N320,PV,"ORCHESTRA OF ST. LUKES",0,,,,,0
manhattan,PV-N329,PV,"PLAYWRIGHTS HORIZONS, INC.",0,,,,,0
manhattan,PV-N330,PV,"POETS HOUSE",0,,,,,0
manhattan,PV-N345,PV,"SPANISH THEATRE REPERTORY COMPANY, LTD. D/B/A REPERTORIO ESPANOL",0,,,,,0
manhattan,PV-N354,PV,"ROUNDABOUT THEATRE COMPANY",510000,,,,,510000
manhattan,PV-N375,PV,"SECOND STAGE THEATER",1250000,,,,,1250000
manhattan,PV-N381,PV,"SEVENTH REGIMENT ARMORY CONSERVANCY",70000,,,,,70000
manhattan,PV-N385,PV,"SIGNATURE THEATRE COMPANY",0,,,,,0
manhattan,PV-N394,PV,"SOUTH STREET SEAPORT MUSEUM",750000,,,0,,750000
manhattan,PV-N409,PV,"SYMPHONY SPACE",0,,,,,0
manhattan,PV-N411,PV,"TEATRO CIRCULO",0,,,,,0
manhattan,PV-N419,PV,"COOPER-HEWITT NATIONAL DESIGN MUSEUM",0,,,,,0
manhattan,PV-N423,PV,"THE JEWISH MUSEUM",0,,,,,0
manhattan,PV-N430,PV,"WNET.ORG",0,,,,,0
manhattan,PV-N454,PV,"WNYC NEW YORK PUBLIC RADIO",0,,,,,0
manhattan,PV-N463,PV,"ABC NO RIO",750000,,0,0,0,750000
manhattan,PV-N464,PV,"ROULETTE INTERMEDIUM, INC.",0,,,,,0
manhattan,PV-N569,PV,"ARTS CONNECTION",0,,,,,0
manhattan,PV-N574,PV,"ROD RODGERS DANCE CO & DUO THEATER",168000,,,,,168000
manhattan,PV-N575,PV,"RUBIN MUSEUM",52000,,,,,52000
manhattan,PV-N578,PV,"THE STUDIO MUSEUM IN HARLEM",450000,,,,,450000
manhattan,PV-N606,PV,"ELDRIDGE STREET PROJECT",0,,,,,0
manhattan,PV-N612,PV,"EAST HARLEM ARTS AND EDUCATION LDC (HECKSCHER BLDG.)",819000,,,,,819000
manhattan,PV-N653,PV,"HENRY STREET SETTLEMENT",300000,,,,,300000
manhattan,PV-N657,PV,"NATIONAL DANCE INSTITUTE, INC.",0,,,,,0
manhattan,PV-N666,PV,"OPERA AMERICA, INC.",0,,,,,0
manhattan,PV-N669,PV,"NUYORICAN POETS CAFE",455000,,,,,455000
manhattan,PV-N674,PV,"FLEA THEATER, INC.",30000,,,,,30000
manhattan,PV-N686,PV,"ANTHOLOGY FILM ARCHIVES, INC.",0,,,,,0
manhattan,PV-N694,PV,"SOCIETY OF THE EDUCATIONAL ARTS",0,,,,,0
manhattan,PV-N704,PV,"HISPANIC SOCIETY OF AMERICA",451000,,,,,451000
manhattan,PV-N717,PV,"EYEBEAM, INC.",0,,,,,0
manhattan,PV-N729,PV,"BROADWAY HOUSING COMMUNITIES",0,,,,,0
manhattan,PV-N736,PV,"PEARL THEATRE COMPANY, INC.",0,,,,,0
manhattan,PV-N737,PV,"MANHATTAN SCHOOL OF MUSIC",0,,,,,0
manhattan,PV-N741,PV,"CHINA INSTITUTE IN AMERICA, INC.",0,,,,,0
manhattan,PV-N743,PV,"PALEY CENTER FOR MEDIA",0,,,,,0
manhattan,PV-N746,PV,"ABINGDON THEATRE COMPANY",0,,,,,0
manhattan,PV-N747,PV,"NEW DRAMATISTS, INC.",0,,,,,0
manhattan,PV-N789,PV,"TOWN HALL FOUNDATION, INC.",0,,,,,0
manhattan,PV-N791,PV,"THEATER FOR THE NEW CITY FOUNDATION, INC.",225000,,,,,225000
manhattan,PV-N794,PV,"AMERICAS SOCIETY, INC.",5000,,,,,5000
manhattan,PV-N811,PV,"SCHOOL OF AMERICAN BALLET, INC.",0,,,,,0
manhattan,PV-N814,PV,"DIA CENTER FOR THE ARTS, INC.",0,,,,,0
manhattan,PV-N818,PV,"RATTLESTICK PRODUCTIONS INC.",0,,,,,0
manhattan,PV-N820,PV,"VIVIAN BEAUMONT THEATER, INC.",0,,,,,0
manhattan,PV-N829,PV,"AARON DAVIS HALL, INC.",27000,,,,,27000
manhattan,PV-N831,PV,"GINA GIBNEY DANCE, INC.",1460000,,,,,1460000
manhattan,PV-N836,PV,"UPPER MANHATTAN EMPOWERMENT ZONE DEVELOPMENT CORPORATION",0,,,,,0
manhattan,PV-N856,PV,"YOUNG PEOPLE'S CHORUS OF NEW YORK CITY, INC.",0,,,,,0
manhattan,PV-N894,PV,"JACKIE ROBINSON FOUNDATION",0,,,,,0
manhattan,PV-N949,PV,"ARS NOVA THEATER",100000,,,,,100000
manhattan,PV-2,PV,"CULTURE SHED, CONSTRUCTION AND IMPROVEMENTS",0,,,,,0
manhattan,PV-22,PV,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",5031000,,,,0,5031000
manhattan,PV-34,PV,"AMERICAN MUSEUM OF NATURAL HISTORY, IMPROVEMENTS AND ADDITION",8000000,,,,0,8000000
manhattan,PV-101,PV,"RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE",0,,,,,0
manhattan,PV-103,PV,"EL MUSEO DEL BARRIO, MANHATTAN",0,,,,,0
manhattan,PV-206,PV,"NEW YORK CITY POLICE MUSEUM",0,,,,,0
manhattan,PV-234,PV,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",0,,,,,0
manhattan,PV-241,PV,"MUSEUM OF CITY OF N. Y. IMPROVEMENTS",0,,,,0,0
manhattan,PV-279,PV,"CITY CENTER, 55TH STREET DANCE THEATER, IMPROVEMENTS",623000,,,,,623000
manhattan,PV-289,PV,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",569000,,,,0,569000
manhattan,PV-475,PV,"NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.",1250000,,,,,1250000
manhattan,PV-489,PV,"LINCOLN CENTER, IMPROVEMENT AND RENOVATION OF SITE",0,,,,,0
manhattan,PV-503,PV,"CARNEGIE HALL, IMPROVEMENTS",0,,,0,,0
manhattan,PV-525,PV,"STUDIO MUSEUM IN HARLEM SCULPTURE GARDEN/GALLERY, IMPROVEMENTS",5000000,,,,,5000000
manhattan,PV-540,PV,"MUSEUM OF MODERN ART, IMPROVEMENTS AND ADDITIONS, MANHATTAN",0,,,,,0
manhattan,PV-543,PV,"METROPOLITAN MUSEUM OF ART, FEDERAL IMPROVEMENTS",0,,0,0,,0
manhattan,PV-544,PV,"LINCOLN CENTER, FEDERAL IMPROVEMENTS",0,,0,0,,0
manhattan,PV-788,PV,"THE 122 COMMUNITY CENTER INC.",400000,,,,,400000
queens,PV-C502,PV,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",0,,,,,0
queens,PV-DN010,PV,"AFRIKAN POETRY THEATRE",0,,,,,0
queens,PV-DN022,PV,"AMERICAN INSTITUTE OF ARCHITECTS",0,,,,,0
queens,PV-DN198,PV,"NOGUCHI MUSEUM",0,,,,,0
queens,PV-DN332,PV,"POPPENHUSEN INSTITUTE",100000,,,,,100000
queens,PV-DN342,PV,"QUEENS SYMPHONY ORCHESTRA",0,,,,,0
queens,PV-DN373,PV,"SCULPTURE CENTER",0,,,,,0
queens,PV-DN412,PV,"THALIA SPANISH THEATER",0,,,,,0
queens,PV-DN413,PV,"THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY",0,,,,,0
queens,PV-DN571,PV,"BLACK SPECTRUM THEATRE",0,,,,,0
queens,PV-DN577,PV,"BLACK SPECTRUM THEATRE",0,,,,,0
queens,PV-DN655,PV,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",0,,,,,0
queens,PV-DN656,PV,"GREATER RIDGEWOOD HISTORICAL SOCIETY",0,,,,,0
queens,PV-DN773,PV,"HOSPITAL AUDIENCES, INC.",0,,,,,0
queens,PV-D001,PV,"LOUIS ARMSTRONG HOUSE",0,,,,,0
queens,PV-D040,PV,"FLUSHING TOWN HALL",300000,,,,,300000
queens,PV-D050,PV,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",0,,,,,0
queens,PV-D272,PV,"QUEENS BOTANICAL GARDEN, IMPROVEMENTS",6250000,,,,,6250000
queens,PV-D274,PV,"HALL OF SCIENCE, FLUSHING MEADOW PARK, RECON AND IMPROVEMENTS",1756000,,,,,1756000
queens,PV-D291,PV,"QUEENS MUSEUM OF ART, IMPROVEMENTS",3000000,,,,,3000000
queens,PV-D466,PV,"QUEENS THEATER IN THE PARK, IMPROVEMENTS",206000,,,,,206000
queens,PV-D501,PV,"P.S.1 (ART INSTITUTE), QUEENS, RECONSTRUCTION AND IMPROVEMENTS",1550000,,,,,1550000
queens,PV-D502,PV,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",0,,,,,0
queens,PV-QN010,PV,"AFRIKAN POETRY THEATRE",0,,,,,0
queens,PV-QN198,PV,"NOGUCHI MUSEUM",0,,,,,0
queens,PV-QN332,PV,"POPPENHUSEN INSTITUTE",1000000,,,,,1000000
queens,PV-QN373,PV,"SCULPTURE CENTER",0,,,,,0
queens,PV-QN412,PV,"THALIA SPANISH THEATER",1000000,,,,,1000000
queens,PV-QN413,PV,"THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY",0,,,,,0
queens,PV-QN667,PV,"QUEENS COUNCIL ON THE ARTS",0,,,,,0
queens,PV-QN773,PV,"HOSPITAL AUDIENCES, INC.",0,,,,,0
queens,PV-Q001,PV,"LOUIS ARMSTRONG HOUSE, IMPROVEMENTS",0,,,,,0
queens,PV-Q040,PV,"FLUSHING TOWN HALL",490000,,,,,490000
queens,PV-Q050,PV,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",0,,,,,0
queens,PV-Q272,PV,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",1000000,,,,,1000000
queens,PV-Q274,PV,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",570000,,,0,,570000
queens,PV-Q291,PV,"QUEENS MUSEUM OF ART, IMPROVEMENTS",1500000,,,,,1500000
queens,PV-Q466,PV,"QUEENS THEATER IN THE PARK IMPROVEMENTS",400000,,,,,400000
queens,PV-Q467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",0,,0,0,,0
queens,PV-Q501,PV,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",525000,,,,,525000
queens,PV-Q502,PV,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",0,,,,,0
queens,PV-N010,PV,"AFRIKAN POETRY THEATRE",0,,,,,0
queens,PV-N058,PV,"LONG ISLAND CITY CULTURAL ALLIANCE (LICCA)",0,,,,,0
queens,PV-N198,PV,"NOGUCHI MUSEUM",31000,,,,,31000
queens,PV-N373,PV,"SCULPTURE CENTER",0,,,,0,0
queens,PV-N412,PV,"THALIA SPANISH THEATER",0,,,,,0
queens,PV-N413,PV,"THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY",0,,,,,0
queens,PV-N655,PV,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",500000,,,,,500000
queens,PV-N656,PV,"GREATER RIDGEWOOD HISTORICAL SOCIETY",0,,,,,0
queens,PV-N667,PV,"QUEENS COUNCIL ON THE ARTS",0,,,,,0
queens,PV-N773,PV,"HOSPITAL AUDIENCES, INC.",0,,,,,0
queens,PV-1,PV,"LOUIS ARMSTRONG HOUSE",54000,,,,,54000
queens,PV-40,PV,"FLUSHING TOWN HALL",140000,,,,,140000
queens,PV-50,PV,"MUSEUM OF THE MOVING IMAGE, THE AMERICAN",0,,,,,0
queens,PV-272,PV,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",5000000,,,0,,5000000
queens,PV-274,PV,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",570000,,,,0,570000
queens,PV-291,PV,"QUEENS MUSEUM OF ART, IMPROVEMENTS",585000,,,,0,585000
queens,PV-466,PV,"QUEENS THEATER IN THE PARK, IMPROVEMENTS",500000,,,,,500000
queens,PV-501,PV,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",250000,,,,0,250000
queens,PV-502,PV,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",0,,,,,0
richmond,PV-C175,PV,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",0,,,,,0
richmond,PV-DN180,PV,"ART LAB AT THE SNUG HARBOR CULTURAL CENTER",0,,,,,0
richmond,PV-DN364,PV,"ST. GEORGE THEATER",150000,,,,,150000
richmond,PV-DN406,PV,"CASA BELVEDERE",0,,,,,0
richmond,PV-DN860,PV,"JACQUES MARCHAIS MUSEUM OF TIBETAN ART",200000,,,,,200000
richmond,PV-D175,PV,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",365000,,,,,365000
richmond,PV-D302,PV,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",100000,,,,,100000
richmond,PV-D341,PV,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",595000,,,,,595000
richmond,PV-D477,PV,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",500000,,,,,500000
richmond,PV-D490,PV,"SNUG HARBOR, IMPROVEMENTS",0,,,,,0
richmond,PV-D510,PV,"STATEN ISLAND BOTANICAL GARDENS, IMPROVEMENTS",0,,,,,0
richmond,PV-RN364,PV,"ST. GEORGE THEATER",400000,,,,,400000
richmond,PV-RN406,PV,"CASA BELVEDERE",0,,,,,0
richmond,PV-RN860,PV,"JACQUES MARCHAIS MUSEUM OF TIBETAN ART",250000,,,,,250000
richmond,PV-R175,PV,"STATEN ISLAND ZOOLOGICAL SOCIETY, ALTERATIONS",751000,,,,,751000
richmond,PV-R302,PV,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",489000,,,,,489000
richmond,PV-R341,PV,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",632000,,,,,632000
richmond,PV-R477,PV,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",500000,,,,,500000
richmond,PV-R490,PV,"SNUG HARBOR, IMPROVEMENTS",724000,,,,,724000
richmond,PV-R494,PV,"ART LAB, INC. AT THE SNUG HARBOR CULTURAL CENTER",0,,,,,0
richmond,PV-N180,PV,"ART LAB AT THE SNUG HARBOR CULTURAL CENTER",0,,,,,0
richmond,PV-N364,PV,"ST. GEORGE THEATER",400000,,,,,400000
richmond,PV-N406,PV,"CASA BELVEDERE",0,,,,,0
richmond,PV-N860,PV,"JACQUES MARCHAIS MUSEUM OF TIBETAN ART",250000,,,,,250000
richmond,PV-N954,PV,"NOBLE MARITIME COLLECTION",750000,,,,,750000
richmond,PV-175,PV,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",17000,,,0,0,17000
richmond,PV-302,PV,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",806000,,,,,806000
richmond,PV-341,PV,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",491000,,,,0,491000
richmond,PV-477,PV,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",250000,,,,,250000
richmond,PV-490,PV,"SNUG HARBOR, IMPROVEMENTS",3548000,,,,,3548000
richmond,PV-510,PV,"STATEN ISLAND BOTANICAL GARDENS, PHASE I IMPROVEMENTS",0,,,,,0
